"","x"
"930","1905 Mike Heydon"
"931","1905 Mike Kahoe"
"932","1905 Mike Mowrey"
"933","1905 Miller Huggins"
"934","1905 Monte Cross"
"935","1905 Myron Grimshaw"
"936","1905 Nap Lajoie"
"937","1905 Nick Altrock"
"938","1905 Nick Kahl"
"939","1905 Nig Clarke"
"940","1905 Offa Neal"
"941","1905 Ossee Schrecongost"
"942","1905 Otis Clymer"
"943","1905 Otto Knabe"
"944","1905 Otto Krueger"
"945","1905 Pat Moran"
"946","1905 Patsy Dougherty"
"947","1905 Phil Cooney"
"948","1905 Phil Lewis"
"949","1905 Pop Rising"
"950","1905 Punch Knoll"
"951","1905 Red Dooin"
"952","1905 Red Kleinow"
"953","1905 Red Munson"
"954","1905 Red Owens"
"955","1905 Roger Bresnahan"
"956","1905 Rube Oldring"
"957","1905 Sam Crawford"
"958","1905 Sammy Strang"
"959","1905 Simmy Murch"
"960","1905 Solly Hofman"
"961","1905 Terry Turner"
"962","1905 Tom Doran"
"963","1905 Tom Jones"
"964","1905 Tom Leahy"
"965","1905 Tom Needham"
"966","1905 Tommy Corcoran"
"967","1905 Tommy Leach"
"968","1905 Tubby Spencer"
"969","1905 Wid Conroy"
"970","1905 William Clarke"
"971","1905 Willie Keeler"
"972","1905 Yip Owens"
"973","1906 Admiral Schlei"
"974","1906 Al Bridwell"
"975","1906 Alan Storke"
"976","1906 Aleck Smith"
"977","1906 Allie Strobel"
"978","1906 Art Brouthers"
"979","1906 Art Devlin"
"980","1906 Art Hoelskoetter"
"981","1906 Babe Towne"
"982","1906 Ben Koehler"
"983","1906 Bill Abstein"
"984","1906 Bill Bergen"
"985","1906 Bill Bradley"
"986","1906 Bill Carrigan"
"987","1906 Bill Coughlin"
"988","1906 Bill Dahlen"
"989","1906 Bill Donovan"
"990","1906 Bill Phyle"
"991","1906 Bill Shipke"
"992","1906 Billy Gilbert"
"993","1906 Billy Sullivan"
"994","1906 Bob Peterson"
"995","1906 Bobby Lowe"
"996","1906 Bobby Wallace"
"997","1906 Boss Schmidt"
"998","1906 Branch Rickey"
"999","1906 Buck Freeman"
"1000","1906 Carl Lundgren"
"1001","1906 Charley Hall"
"1002","1906 Charley O'Leary"
"1003","1906 Charlie Armbruster"
"1004","1906 Charlie Carr"
"1005","1906 Charlie Graham"
"1006","1906 Charlie Hickman"
"1007","1906 Charlie Jones"
"1008","1906 Charlie Roy"
"1009","1906 Ches Crist"
"1010","1906 Chet Chadbourne"
"1011","1906 Chris Lindsay"
"1012","1906 Claude Berry"
"1013","1906 Claude Ritchey"
"1014","1906 Claude Rossman"
"1015","1906 Cozy Dolan"
"1016","1906 Dan McGann"
"1017","1906 Danny Murphy"
"1018","1906 Dave Altizer"
"1019","1906 Dave Brain"
"1020","1906 Dave Shean"
"1021","1906 Deacon McGuire"
"1022","1906 Del Howard"
"1023","1906 Doc Gessler"
"1024","1906 Doc Marshall"
"1025","1906 Doc Powers"
"1026","1906 Ducky Holmes"
"1027","1906 Dutch Meier"
"1028","1906 Ed Holly"
"1029","1906 Ed Lennox"
"1030","1906 Ed McFarland"
"1031","1906 Ed Phelps"
"1032","1906 Eddie Collins"
"1033","1906 Eddie Tiemeyer"
"1034","1906 Eddie Zimmerman"
"1035","1906 Elmer Flick"
"1036","1906 Emil Batch"
"1037","1906 Ernie Courtney"
"1038","1906 Ernie Diehl"
"1039","1906 Forrest Crawford"
"1040","1906 Frank Bowerman"
"1041","1906 Frank Chance"
"1042","1906 Frank Connaughton"
"1043","1906 Frank Isbell"
"1044","1906 Frank LaPorte"
"1045","1906 Frank Roth"
"1046","1906 Frank Scheibeck"
"1047","1906 Fred Carisch"
"1048","1906 Fred Payne"
"1049","1906 Fred Tenney"
"1050","1906 Freddy Parent"
"1051","1906 Fritz Buelow"
"1052","1906 George Davis"
"1053","1906 George Gibson"
"1054","1906 George McBride"
"1055","1906 George Moriarty"
"1056","1906 George Mullin"
"1057","1906 George Nill"
"1058","1906 George Rohe"
"1059","1906 George Stovall"
"1060","1906 Germany Schaefer"
"1061","1906 Gus Dundon"
"1062","1906 Gus Hetling"
"1063","1906 Hal Chase"
"1064","1906 Hans Lobert"
"1065","1906 Harry Arndt"
"1066","1906 Harry Bemis"
"1067","1906 Harry Davis"
"1068","1906 Harry Huston"
"1069","1906 Harry Niles"
"1070","1906 Harry Smith"
"1071","1906 Harry Steinfeldt"
"1072","1906 Heinie Peitz"
"1073","1906 Heinie Wagner"
"1074","1906 Hobe Ferris"
"1075","1906 Honus Wagner"
"1076","1906 Howard Wakefield"
"1077","1906 Hub Hart"
"1078","1906 Ike Rockenfield"
"1079","1906 Ira Thomas"
"1080","1906 Jack Hannifin"
"1081","1906 Jack O'Connor"
"1082","1906 Jack O'Neill"
"1083","1906 Jack Schulte"
"1084","1906 Jack Slattery"
"1085","1906 Jack Warner"
"1086","1906 Jake Beckley"
"1087","1906 Jake Stahl"
"1088","1906 James Casey"
"1089","1906 Jap Barbeau"
"1090","1906 Jerry Donovan"
"1091","1906 Jiggs Donahue"
"1092","1906 Jim Byrnes"
"1093","1906 Jim Delahanty"
"1094","1906 Jimmy Collins"
"1095","1906 Jimmy Williams"
"1096","1906 Joe Birmingham"
"1097","1906 Joe Kelley"
"1098","1906 Joe Marshall"
"1099","1906 Joe McCarthy"
"1100","1906 Joe Nealon"
"1101","1906 Joe Tinker"
"1102","1906 Joe Ward"
"1103","1906 Joe Yeager"
"1104","1906 John Barry"
"1105","1906 John Eubank"
"1106","1906 John Godwin"
"1107","1906 John Hummel"
"1108","1906 John Knight"
"1109","1906 John McGraw"
"1110","1906 Johnny Evers"
"1111","1906 Johnny Kling"
"1112","1906 Johnny Lush"
"1113","1906 Kid Elberfeld"
"1114","1906 Kid Gleason"
"1115","1906 Kitty Bransfield"
"1116","1906 Larry McLean"
"1117","1906 Larry Schlafly"
"1118","1906 Lave Cross"
"1119","1906 Lee Tannehill"
"1120","1906 Leon Quillin"
"1121","1906 Lew Ritter"
"1122","1906 Lou Criger"
"1123","1906 Lou Nordyke"
"1124","1906 Malachi Kittridge"
"1125","1906 Matty Fitzgerald"
"1126","1906 Michael Doolin"
"1127","1906 Mike Donlin"
"1128","1906 Mike Grady"
"1129","1906 Mike Heydon"
"1130","1906 Mike Mowrey"
"1131","1906 Miller Huggins"
"1132","1906 Monte Cross"
"1133","1906 Myron Grimshaw"
"1134","1906 Nap Lajoie"
"1135","1906 Nick Altrock"
"1136","1906 Nig Clarke"
"1137","1906 Oscar Stanage"
"1138","1906 Ossee Schrecongost"
"1139","1906 Otto Williams"
"1140","1906 Paddy Livingston"
"1141","1906 Pat Moran"
"1142","1906 Paul Sentell"
"1143","1906 Pete Noonan"
"1144","1906 Pete O'Brien"
"1145","1906 Phil Lewis"
"1146","1906 Pug Bennett"
"1147","1906 Ralph Glaze"
"1148","1906 Red Dooin"
"1149","1906 Red Kleinow"
"1150","1906 Red Morgan"
"1151","1906 Red Murray"
"1152","1906 Roger Bresnahan"
"1153","1906 Roy Hartzell"
"1154","1906 Rube Oldring"
"1155","1906 Sam Brown"
"1156","1906 Sam Crawford"
"1157","1906 Sammy Strang"
"1158","1906 Simon Nicholls"
"1159","1906 Snake Deal"
"1160","1906 Solly Hofman"
"1161","1906 Terry Turner"
"1162","1906 Tim Jordan"
"1163","1906 Tom Doran"
"1164","1906 Tom Jones"
"1165","1906 Tom Needham"
"1166","1906 Tom Walsh"
"1167","1906 Tommy Corcoran"
"1168","1906 Tommy Leach"
"1169","1906 Tommy Raub"
"1170","1906 Tommy Sheehan"
"1171","1906 Tubby Spencer"
"1172","1906 Warren Shannabrook"
"1173","1906 Whitey Alperman"
"1174","1906 Wid Conroy"
"1175","1907 Admiral Schlei"
"1176","1907 Al Bridwell"
"1177","1907 Al Burch"
"1178","1907 Al Shaw"
"1179","1907 Alan Storke"
"1180","1907 Art Devlin"
"1181","1907 Art Hoelskoetter"
"1182","1907 Bill Bergen"
"1183","1907 Bill Bradley"
"1184","1907 Bill Coughlin"
"1185","1907 Bill Dahlen"
"1186","1907 Bill Hinchman"
"1187","1907 Bill McCarthy"
"1188","1907 Bill McKechnie"
"1189","1907 Bill Shipke"
"1190","1907 Bill Sweeney"
"1191","1907 Billy Kelsey"
"1192","1907 Billy Sullivan"
"1193","1907 Bob Brush"
"1194","1907 Bob Peterson"
"1195","1907 Bob Unglaub"
"1196","1907 Bobby Byrne"
"1197","1907 Bobby Lowe"
"1198","1907 Bobby Wallace"
"1199","1907 Boss Schmidt"
"1200","1907 Branch Rickey"
"1201","1907 Bruno Block"
"1202","1907 Charley O'Leary"
"1203","1907 Charlie Armbruster"
"1204","1907 Charlie Hickman"
"1205","1907 Charlie Jones"
"1206","1907 Chief Bender"
"1207","1907 Claude Berry"
"1208","1907 Claude Ritchey"
"1209","1907 Claude Rossman"
"1210","1907 Cliff Blankenship"
"1211","1907 Dan McGann"
"1212","1907 Danny Murphy"
"1213","1907 Danny Shay"
"1214","1907 Dave Altizer"
"1215","1907 Dave Brain"
"1216","1907 Deacon McGuire"
"1217","1907 Del Howard"
"1218","1907 Doc Marshall"
"1219","1907 Doc Powers"
"1220","1907 Doc White"
"1221","1907 Dummy Taylor"
"1222","1907 Ed Abbaticchio"
"1223","1907 Ed Holly"
"1224","1907 Ed Killian"
"1225","1907 Ed Konetchy"
"1226","1907 Ed McFarland"
"1227","1907 Ed Phelps"
"1228","1907 Eddie Collins"
"1229","1907 Eddie Grant"
"1230","1907 Emil Batch"
"1231","1907 Ernie Courtney"
"1232","1907 Forrest Crawford"
"1233","1907 Frank Bowerman"
"1234","1907 Frank Chance"
"1235","1907 Frank Corridon"
"1236","1907 Frank Isbell"
"1237","1907 Frank LaPorte"
"1238","1907 Fred Jacklitsch"
"1239","1907 Fred Merkle"
"1240","1907 Fred Odwell"
"1241","1907 Fred Osborn"
"1242","1907 Fred Payne"
"1243","1907 Fred Tenney"
"1244","1907 Freddy Parent"
"1245","1907 Fritz Buelow"
"1246","1907 George Davis"
"1247","1907 George Gibson"
"1248","1907 George Moriarty"
"1249","1907 George Mullin"
"1250","1907 George Nill"
"1251","1907 George Rohe"
"1252","1907 George Stovall"
"1253","1907 Germany Schaefer"
"1254","1907 Goat Anderson"
"1255","1907 Hal Chase"
"1256","1907 Hans Lobert"
"1257","1907 Harry Arndt"
"1258","1907 Harry Bemis"
"1259","1907 Harry Curtis"
"1260","1907 Harry Davis"
"1261","1907 Harry Hinchman"
"1262","1907 Harry Lord"
"1263","1907 Harry Niles"
"1264","1907 Harry Smith"
"1265","1907 Harry Steinfeldt"
"1266","1907 Harry Swacina"
"1267","1907 Heinie Wagner"
"1268","1907 Heinie Zimmerman"
"1269","1907 Hobe Ferris"
"1270","1907 Honus Wagner"
"1271","1907 Howard Wakefield"
"1272","1907 Hub Hart"
"1273","1907 Hughie Jennings"
"1274","1907 Ira Thomas"
"1275","1907 Jack Hannifin"
"1276","1907 Jack Hardy"
"1277","1907 Jack O'Connor"
"1278","1907 Jack Warner"
"1279","1907 Jake Beckley"
"1280","1907 Jake Boultes"
"1281","1907 James Casey"
"1282","1907 Jerry Hurley"
"1283","1907 Jess Orndorff"
"1284","1907 Jiggs Donahue"
"1285","1907 Jim Ball"
"1286","1907 Jim Delahanty"
"1287","1907 Jim Stephens"
"1288","1907 Jimmy Archer"
"1289","1907 Jimmy Collins"
"1290","1907 Jimmy Williams"
"1291","1907 Joe Birmingham"
"1292","1907 Joe Knotts"
"1293","1907 Joe Nealon"
"1294","1907 Joe Tinker"
"1295","1907 Joe Yeager"
"1296","1907 John Anderson"
"1297","1907 John Atz"
"1298","1907 John Butler"
"1299","1907 John Ganzel"
"1300","1907 John Hummel"
"1301","1907 John Kane"
"1302","1907 John Knight"
"1303","1907 Johnny Evers"
"1304","1907 Johnny Kling"
"1305","1907 Kid Butler"
"1306","1907 Kid Elberfeld"
"1307","1907 Kid Gleason"
"1308","1907 Kitty Bransfield"
"1309","1907 Larry Doyle"
"1310","1907 Larry McLean"
"1311","1907 Larry Schlafly"
"1312","1907 Lave Cross"
"1313","1907 Lee Tannehill"
"1314","1907 Leon Quillin"
"1315","1907 Lew Ritter"
"1316","1907 Lou Criger"
"1317","1907 Marc Campbell"
"1318","1907 Matty Fitzgerald"
"1319","1907 Michael Doolin"
"1320","1907 Mike Heydon"
"1321","1907 Mike Kahoe"
"1322","1907 Mike Mitchell"
"1323","1907 Mike Mowrey"
"1324","1907 Miller Huggins"
"1325","1907 Monte Cross"
"1326","1907 Monty Pfyl"
"1327","1907 Moose Baxter"
"1328","1907 Myron Grimshaw"
"1329","1907 Nap Lajoie"
"1330","1907 Neal Ball"
"1331","1907 Nig Clarke"
"1332","1907 Nig Perrine"
"1333","1907 Oscar Westerberg"
"1334","1907 Ossee Schrecongost"
"1335","1907 Otis Clymer"
"1336","1907 Otto Knabe"
"1337","1907 Owen Shannon"
"1338","1907 Pat Moran"
"1339","1907 Paul Sentell"
"1340","1907 Pete Lamer"
"1341","1907 Pete Lister"
"1342","1907 Pete Noonan"
"1343","1907 Pete O'Brien"
"1344","1907 Phil Lewis"
"1345","1907 Pug Bennett"
"1346","1907 Red Dooin"
"1347","1907 Red Downs"
"1348","1907 Red Kleinow"
"1349","1907 Roger Bresnahan"
"1350","1907 Roy Hartzell"
"1351","1907 Sam Brown"
"1352","1907 Sam Crawford"
"1353","1907 Sammy Strang"
"1354","1907 Simon Nicholls"
"1355","1907 Solly Hofman"
"1356","1907 Terry Turner"
"1357","1907 Tex Erwin"
"1358","1907 Tim Jordan"
"1359","1907 Tom Asmussen"
"1360","1907 Tom Jones"
"1361","1907 Tom Needham"
"1362","1907 Tommy Corcoran"
"1363","1907 Tommy Leach"
"1364","1907 Tommy Sheehan"
"1365","1907 Tony Smith"
"1366","1907 Tubby Spencer"
"1367","1907 Walter Blair"
"1368","1907 Whitey Alperman"
"1369","1907 Wid Conroy"
"1370","1907 William Louden"
"1371","1908 Admiral Schlei"
"1372","1908 Al Bridwell"
"1373","1908 Al Shaw"
"1374","1908 Alan Storke"
"1375","1908 Alex Farmer"
"1376","1908 Amby McConnell"
"1377","1908 Art Devlin"
"1378","1908 Art Hoelskoetter"
"1379","1908 Art Weaver"
"1380","1908 Barney Pelty"
"1381","1908 Ben Egan"
"1382","1908 Bert Blue"
"1383","1908 Bill Bergen"
"1384","1908 Bill Bradley"
"1385","1908 Bill Carrigan"
"1386","1908 Bill Coughlin"
"1387","1908 Bill Dahlen"
"1388","1908 Bill Hinchman"
"1389","1908 Bill Ludwig"
"1390","1908 Bill Shipke"
"1391","1908 Bill Sweeney"
"1392","1908 Billy Gilbert"
"1393","1908 Billy Maloney"
"1394","1908 Billy Purtell"
"1395","1908 Billy Sullivan"
"1396","1908 Bob Unglaub"
"1397","1908 Bobby Byrne"
"1398","1908 Bobby Wallace"
"1399","1908 Boss Schmidt"
"1400","1908 Buck Herzog"
"1401","1908 Bunny Pearce"
"1402","1908 Champ Osteen"
"1403","1908 Charley O'Leary"
"1404","1908 Charlie Hickman"
"1405","1908 Charlie Moran"
"1406","1908 Charlie Smith"
"1407","1908 Charlie Starr"
"1408","1908 Chief Bender"
"1409","1908 Claude Ritchey"
"1410","1908 Claude Rossman"
"1411","1908 Clay Perry"
"1412","1908 Dan McGann"
"1413","1908 Danny Murphy"
"1414","1908 Dave Altizer"
"1415","1908 Dave Brain"
"1416","1908 Dave Shean"
"1417","1908 Deacon McGuire"
"1418","1908 Del Howard"
"1419","1908 Dick Egan"
"1420","1908 Doc Crandall"
"1421","1908 Doc Marshall"
"1422","1908 Doc Powers"
"1423","1908 Dode Criss"
"1424","1908 Donie Bush"
"1425","1908 Earle Gardner"
"1426","1908 Ed Abbaticchio"
"1427","1908 Ed Konetchy"
"1428","1908 Ed McFarland"
"1429","1908 Ed Phelps"
"1430","1908 Ed Sweeney"
"1431","1908 Eddie Collins"
"1432","1908 Eddie Grant"
"1433","1908 Eli Cates"
"1434","1908 Ernie Courtney"
"1435","1908 Frank Bowerman"
"1436","1908 Frank Chance"
"1437","1908 Frank Isbell"
"1438","1908 Frank LaPorte"
"1439","1908 Frank Manush"
"1440","1908 Fred Jacklitsch"
"1441","1908 Fred Merkle"
"1442","1908 Fred Payne"
"1443","1908 Fred Snodgrass"
"1444","1908 Fred Stem"
"1445","1908 Fred Tenney"
"1446","1908 Freddy Parent"
"1447","1908 Gabby Street"
"1448","1908 Gavvy Cravath"
"1449","1908 George Davis"
"1450","1908 George Gibson"
"1451","1908 George McBride"
"1452","1908 George Moriarty"
"1453","1908 George Nill"
"1454","1908 George Perring"
"1455","1908 George Stovall"
"1456","1908 Germany Schaefer"
"1457","1908 Grover Land"
"1458","1908 Hal Chase"
"1459","1908 Hans Lobert"
"1460","1908 Harry Bemis"
"1461","1908 Harry Davis"
"1462","1908 Harry Lord"
"1463","1908 Harry Niles"
"1464","1908 Harry Ostdiek"
"1465","1908 Harry Pattee"
"1466","1908 Harry Smith"
"1467","1908 Harry Steinfeldt"
"1468","1908 Harry Swacina"
"1469","1908 Heinie Wagner"
"1470","1908 Heinie Zimmerman"
"1471","1908 Hobe Ferris"
"1472","1908 Home Run Baker"
"1473","1908 Homer Davidson"
"1474","1908 Honus Wagner"
"1475","1908 Ira Thomas"
"1476","1908 Jack Barry"
"1477","1908 Jack Bliss"
"1478","1908 Jack Chesbro"
"1479","1908 Jack Coombs"
"1480","1908 Jack Hannifin"
"1481","1908 Jack Lapp"
"1482","1908 Jack Warner"
"1483","1908 Jake Stahl"
"1484","1908 Jerry Freeman"
"1485","1908 Jiggs Donahue"
"1486","1908 Jim Ball"
"1487","1908 Jim Delahanty"
"1488","1908 Jim Kane"
"1489","1908 Jim Stephens"
"1490","1908 Jimmy Collins"
"1491","1908 Jimmy Williams"
"1492","1908 Joe Birmingham"
"1493","1908 Joe Dunn"
"1494","1908 Joe Kelley"
"1495","1908 Joe Tinker"
"1496","1908 Joe Yeager"
"1497","1908 John Anderson"
"1498","1908 John Atz"
"1499","1908 John Barry"
"1500","1908 John Ganzel"
"1501","1908 John Hummel"
"1502","1908 John Kane"
"1503","1908 John Sullivan"
"1504","1908 Johnny Evers"
"1505","1908 Johnny Kling"
"1506","1908 Kid Elberfeld"
"1507","1908 Kid Gleason"
"1508","1908 Kitty Bransfield"
"1509","1908 Larry Doyle"
"1510","1908 Larry Gardner"
"1511","1908 Larry McLean"
"1512","1908 Lee Tannehill"
"1513","1908 Lew Ritter"
"1514","1908 Lou Criger"
"1515","1908 Michael Doolin"
"1516","1908 Mike Donovan"
"1517","1908 Mike Kahoe"
"1518","1908 Mike Mitchell"
"1519","1908 Mike Mowrey"
"1520","1908 Miller Huggins"
"1521","1908 Nap Lajoie"
"1522","1908 Neal Ball"
"1523","1908 Nig Clarke"
"1524","1908 Ossee Schrecongost"
"1525","1908 Otis Clymer"
"1526","1908 Otto Knabe"
"1527","1908 Paddy O'Connor"
"1528","1908 Pat Donahue"
"1529","1908 Pat Moran"
"1530","1908 Patsy O'Rourke"
"1531","1908 Peaches Graham"
"1532","1908 Phil Lewis"
"1533","1908 Queenie O'Rourke"
"1534","1908 Raymond Charles"
"1535","1908 Red Dooin"
"1536","1908 Red Downs"
"1537","1908 Red Killefer"
"1538","1908 Red Kleinow"
"1539","1908 Richard Hoblitzell"
"1540","1908 Roger Bresnahan"
"1541","1908 Roy Hartzell"
"1542","1908 Rudy Hulswitt"
"1543","1908 Sam Crawford"
"1544","1908 Sammy Strang"
"1545","1908 Scotty Barr"
"1546","1908 Simmy Murch"
"1547","1908 Simon Nicholls"
"1548","1908 Solly Hofman"
"1549","1908 Syd Smith"
"1550","1908 Terry Turner"
"1551","1908 Tim Jordan"
"1552","1908 Tom Jones"
"1553","1908 Tom Needham"
"1554","1908 Tom Reilly"
"1555","1908 Tommy Leach"
"1556","1908 Tommy McMillan"
"1557","1908 Tommy Sheehan"
"1558","1908 Tubby Spencer"
"1559","1908 Walt Thomas"
"1560","1908 Walter Blair"
"1561","1908 Walter Morris"
"1562","1908 Warren Gill"
"1563","1908 Whitey Alperman"
"1564","1908 Wid Conroy"
"1565","1909 Admiral Schlei"
"1566","1909 Al Bridwell"
"1567","1909 Al Burch"
"1568","1909 Al Froehlich"
"1569","1909 Al Orth"
"1570","1909 Al Shaw"
"1571","1909 Alan Storke"
"1572","1909 Amby McConnell"
"1573","1909 Arlie Latham"
"1574","1909 Art Devlin"
"1575","1909 Art Fletcher"
"1576","1909 Art Griggs"
"1577","1909 Art Wilson"
"1578","1909 Babe Danzig"
"1579","1909 Barney Pelty"
"1580","1909 Barney Reilly"
"1581","1909 Bill Abstein"
"1582","1909 Bill Bergen"
"1583","1909 Bill Bradley"
"1584","1909 Bill Carrigan"
"1585","1909 Bill Cooney"
"1586","1909 Bill Dahlen"
"1587","1909 Bill Hinchman"
"1588","1909 Bill Killefer"
"1589","1909 Bill Moriarty"
"1590","1909 Bill Rariden"
"1591","1909 Bill Shipke"
"1592","1909 Bill Sweeney"
"1593","1909 Bill Yohe"
"1594","1909 Billy Gilbert"
"1595","1909 Billy Purtell"
"1596","1909 Billy Sullivan"
"1597","1909 Birdie Cree"
"1598","1909 Bob Higgins"
"1599","1909 Bob Unglaub"
"1600","1909 Bobby Byrne"
"1601","1909 Bobby Vaughn"
"1602","1909 Bobby Wallace"
"1603","1909 Boss Schmidt"
"1604","1909 Buck Herzog"
"1605","1909 Bunny Madden"
"1606","1909 Bunny Pearce"
"1607","1909 Champ Osteen"
"1608","1909 Charley O'Leary"
"1609","1909 Charlie Enwright"
"1610","1909 Charlie French"
"1611","1909 Charlie Starr"
"1612","1909 Chick Autry"
"1613","1909 Chief Meyers"
"1614","1909 Claude Ritchey"
"1615","1909 Claude Rossman"
"1616","1909 Cliff Blankenship"
"1617","1909 Coonie Blank"
"1618","1909 Cozy Dolan"
"1619","1909 Dave Altizer"
"1620","1909 Dave Shean"
"1621","1909 Del Gainer"
"1622","1909 Del Howard"
"1623","1909 Dick Egan"
"1624","1909 Doc Gessler"
"1625","1909 Doc Johnston"
"1626","1909 Doc Marshall"
"1627","1909 Doc Martel"
"1628","1909 Doc Powers"
"1629","1909 Dode Paskert"
"1630","1909 Dolly Stark"
"1631","1909 Donie Bush"
"1632","1909 Dots Miller"
"1633","1909 Earle Gardner"
"1634","1909 Ed Abbaticchio"
"1635","1909 Ed Konetchy"
"1636","1909 Ed Larkin"
"1637","1909 Ed Lennox"
"1638","1909 Ed McDonough"
"1639","1909 Ed Phelps"
"1640","1909 Ed Sweeney"
"1641","1909 Eddie Collins"
"1642","1909 Eddie Grant"
"1643","1909 Eddie Tiemeyer"
"1644","1909 Emil Haberer"
"1645","1909 Ezra Midkiff"
"1646","1909 Frank Bowerman"
"1647","1909 Frank Chance"
"1648","1909 Frank Isbell"
"1649","1909 Frank LaPorte"
"1650","1909 Frank Roth"
"1651","1909 Fred Beck"
"1652","1909 Fred Jacklitsch"
"1653","1909 Fred Luderus"
"1654","1909 Fred Merkle"
